pano|pmes|conglome|submuestra|vivienda|hogar|codperso|dominio|estrato|codpanel|p103|p104|p105|p106|p107|p108|p109a|p109b|p109c|p200n|p200i|p200a|p200b|p200bb|p200c|p200d|p200dd|p200e|p200f|p200g|p201|p202|p203|p204|p2041|p2042|p2043|p2044|p2045|p2046|p2047|p2048|p2049|p20410|p20411|p204a|p205a|p206|P206AA|p207a|p207b|p208b1|p208b2|p208b3|p209a|p209b|p209c|p209d|p209e|p209f|p209g|p209t|p209bb|p209cc|p209h|p209ee|p210|p211a|p211b|p212a|p212b|p212c|p212d|p212e|p213|p214|p215|p216|p217|p218|p219|p220|p222|P223A1|P223A2|P223A3|P223A4|P223A5|P223A6|P223A7|P224|P225|ocu200|i211a|i211b|i212a|i212b|i212c|i212d|ingtot|ingprin|resident|fa_def21
2020|12|018082|004|0117|11|01|8|1|19121101|1|1|2||1|27|10|5||1|1|29|11|2020|5|12|2020|22|5|1993|1|||||||||||||||381|7110|3|5|1|20|||2015|0|9|9|9|9|9|0|45|1||1|2|4|1100|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1100|0|||||1100|1100|1|401.01607620115
2020|12|018100|004|0090|11|03|8|1|20121103|4|1|2||1|34|8|3||3|3|22|11|2020|28|11|2020|1|5|1986|1|||||||||||||||314|2599|3|5|1|30|||2014|0|8|8|8|8|8|8|48|1||1|2|2|400|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1732|0|||||1732|1732|1|389.290459937959
2020|12|018112|004|0083|11|03|8|1|19121103|3|1|2||1|26|10|5||3|3|6|12|2020|12|12|2020|26|4|1994|1|||||||||||||||381|6630|3|5|2|||9|2018|0|10|10|10|10|10|0|50|1||1|2|4|2200|0|||||1|||||||||2|0|0|0|0|0|0|1|6|4|1|2200|0|||||2200|2200|1|389.290459937959
2020|12|018112|004|0085|11|01|8|1|19121101|1|1|2||1|55|10|5||1|1|13|12|2020|19|12|2020|25|5|1965|2|1||||||||||||||421|1312|3|5|2||||1997|0|0|0|0|0|0|0|0|2|48|1|2|4|0|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|0|0|||||0|0|1|240.946789040667
2020|12|018112|004|0085|11|02|8|1|19121102|2|1|2||2|50|10|6||2|2|13|12|2020|19|12|2020|10|1|1970|1|||||||||||||||268|8610|3|2|2||||2005|0|8|8|8|8|8|8|48|1||2|2|4|4000|0|||||1|||||||||1|0|0|0|0|0|0|1|7|4|1|4000|0|||||4000|4000|1|233.176171481374
2020|12|018134|004|0117|11|03|8|1|19121103|3|1|2||2|36|10|5||3|1|22|11|2020|28|11|2020|11|11|1984|1|||||||||||||||451|4711|3|5|2|||10|2019|8|0|8|8|8|8|8|48|1||1|2|4|930|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|372.596267593949
2020|12|018147|004|0129|11|02|8|1|19121102|3|1|2||1|29|10|5||2|2|13|12|2020|19|12|2020|16|10|1991|1|||||||||||||||214|7120|3|5|2||15|11|2020|0|8|8|8|8|8|0|40|1||1|1|4|4500|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|4500|0|||||4500|4500|1|398.51535235355
2020|12|018147|004|0130|11|02|8|1|19121102|3|1|2||1|57|9|2||2|2|13|12|2020|19|12|2020|12|1|1963|1|||||||||||||||945|6920|3|5|1|2|1|12|2020|0|6|6|6|0|0|0|18|1||1|2|4|400|0|||||1|||||||||5|1|0|0|0|0|0|0|6|4|1|400|0|||||400|400|1|246.656428591394
2020|12|018147|004|0130|11|03|8|1|19121103|10|1|2||1|25|9|2||3|3|20|12|2020|26|12|2020|10|9|1995|1|||||||||||||||574|4781|3|5|1|2|15|11|2020|0|8|8|8|8|0|0|32|2|40|1|1|2|80|40|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|346|173|||||519|519|1|398.51535235355
2020|12|018147|004|0131|11|02|8|1|20121102|2|1|2||1|37|10|5||2|2|13|12|2020|19|12|2020|29|10|1983|1|||||||||||||||381|8530|3|5|1|30|||2015|0|8|8|8|8|8|0|40|1||1|2|4|2000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2000|0|||||2000|2000|1|398.51535235355
2020|12|018147|004|0132|11|03|8|1|20121103|3|1|2||1|39|6|5||3|2|20|12|2020|26|12|2020|19|4|1981|1|||||||||||||||861|4100|4|5|1|3|15|11|2020|0|8|8|8|8|8|8|48|1||1|2|2|250|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|1083|0|||||1083|1083|1|398.51535235355
2020|12|018198|005|0175|11|01|8|1|20121101|1|1|2||1|37|6|5||1|2|29|11|2020|5|12|2020|29|11|1983|1|||||||||||||||851|4330|4|5|1|2|2|11|2020|0|8|8|8|8|8|8|48|1||2|2|2|400|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|1732|0|||||1732|1732|1|397.27590527002
2020|12|018198|005|0176|12|02|8|1|20121202|2|1|2||2|70|6|5||2|2|29|11|2020|5|12|2020|26|2|1950|1|||||||||||||||945|8411|4|2|2||26|4|2020|0|9|9|9|9|9|0|45|1||1|2|4|930|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|237.959272434838
2020|12|018198|005|0176|12|03|8|1|20121203|3|1|2||1|28|8|3||3|3|29|11|2020|5|12|2020|24|3|1992|1|||||||||||||||415|8610|3|2|2|||6|2019|0|8|8|8|8|8|0|40|1||1|2|4|1200|0|||||1|||||||||6|0|0|0|0|0|0|1|4|4|1|1200|0|||||1200|1200|1|397.27590527002
2020|12|018214|005|0161|11|01|8|1|20121101|1|1|2||1|47|8|3||1|1|13|12|2020|19|12|2020|12|4|1973|1|||||||||||||||423|8422|3|2|2||||2015|0|8|8|8|8|8|8|48|1||1|1|4|2000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2000|0|||||2000|2000|1|264.264220238151
2020|12|018235|004|0103|11|01|8|1|19121101|1|1|2||1|45|6|5||1|1|13|12|2020|19|12|2020|18|1|1975|1|||||||||||||||377|5229|3|5|1|50|||2018|0|8|8|8|8|8|5|45|1||1|2|4|1400|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1400|0|||||1400|1400|1|269.997111123584
2020|12|018235|004|0103|11|02|8|1|19121102|2|1|2||2|41|6|5||2|2|13|12|2020|19|12|2020|15|8|1979|1|||||||||||||||942|5610|4|5|1|4|||2015|0|8|8|8|8|8|8|48|1||1|2|1|20|8|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|500|200|||||700|700|1|410.320614569712
2020|12|018235|004|0103|11|03|8|1|19121103|3|1|2||1|22|8|3||3|3|13|12|2020|19|12|2020|30|12|1997|1|||||||||||||||314|1074|3|5|2||||2018|0|8|8|8|8|8|8|48|1||1|2|4|1100|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1100|0|||||1100|1100|1|423.328867622175
2020|12|018235|004|0104|11|02|8|1|19121103|3|1|2||1|26|10|5||2|1|20|12|2020|26|12|2020|21|12|1994|1|||||||||||||||227|2599|3|5|2||1|7|2020|0|8|8|8|8|8|0|40|1||1|2|4|2500|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2500|0|||||2500|2500|1|436.226189150337
2020|12|018235|004|0105|11|02|8|1|19121102|2|1|2||2|31|8|3||2|2|13|12|2020|19|12|2020|18|8|1989|1|||||||||||||||572|4772|5|5|1|2|||2014|0|6|6|6|6|6|6|36|1||1|2|||||||||||||||||1|0|0|0|0|0|0|1|6|4|1|||||||0|0|1|410.320614569712
2020|12|018236|004|0113|11|01|8|1|19121101|1|1|2||1|59|4|5||1|3|29|11|2020|5|12|2020|23|12|1960|1|||||||||||||||766|1071|4|5|1|4|||2018|0|8|8|8|8|8|8|48|1||1|2|2|300|48|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|1299|208|||||1507|1507|1|269.599920710368
2020|12|018236|004|0113|11|03|8|1|19121103|3|1|2||1|18|6|5||3|3|22|11|2020|28|11|2020|23|3|2002|1|||||||||||||||766|1071|4|5|1|4||2|2020|0|8|8|8|8|8|0|40|1||1|2|4|930|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|422.706112189135
2020|12|018236|004|0116|11|01|8|1|19121101|1|1|2||1|29|9|3||1|1|22|11|2020|28|11|2020|7|9|1991|1|||||||||||||||455|8220|3|5|2||||2010|0|8|8|8|8|8|0|40|1||1|2|4|2200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2200|0|||||2200|2200|1|435.58446057923
2020|12|018272|005|0158|11|02|8|1|20121102|2|1|2||2|48|6|5||2|2|6|12|2020|12|12|2020|9|1|1972|1|||||||||||||||914|4781|5|5|1|2|||2018|0|8|8|8|8|8|8|48|1||1|2|||||||||||||||||6|0|0|0|0|0|0|1|6|4|1|||||||0|0|1|233.176171481374
2020|12|018272|005|0160|11|01|8|1|20121101|1|1|2||1|63|6|5||1|2|6|12|2020|12|12|2020|1|4|1957|1|||||||||||||||945|8411|4|2|2||1|10|2020|0|8|8|8|8|8|8|48|1||1|2|3|500|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|1000|0|||||1000|1000|1|240.946789040667
2020|12|018272|005|0160|11|02|8|1|20121102|2|1|2||2|66|6|5||2|2|6|12|2020|12|12|2020|31|12|1953|1|||||||||||||||917|4781|5|5|1|2|1|11|2020|8|8|8|8|8|8|8|56|1||1|2|||||||||||||||||6|0|0|0|0|0|0|1|6|4|1|||||||0|0|1|233.176171481374
2020|12|018315|004|0116|11|01|8|1|19121101|1|1|2||2|49|8|3||1|1|6|12|2020|12|12|2020|18|4|1971|1|||||||||||||||413|4663|3|5|1|4|||2018|0|8|8|8|8|8|0|40|1||1|2|4|1200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1200|0|||||1200|1200|1|239.838347809413
2020|12|018323|004|0112|11|01|8|1|19121101|1|1|2||2|38|8|3||1|1|29|11|2020|5|12|2020|14|4|1982|1|||||||||||||||244|8510|3|5|1|12|6|3|2020|0|6|6|6|6|6|0|30|1||1|2|4|930|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|274.629145511057
2020|12|018358|005|0156|11|04|8|1|20121104|9|1|2||1|50|6|5||4|4|22|11|2020|28|11|2020|5|8|1970|1|||||||||||||||952|4771|3|5|1|5|1|10|2020|0|9|9|0|9|0|9|36|2|60|1|1|2|320|0|||||1|||||||||5|0|0|0|0|0|0|1|7|4|1|1386|0|||||1386|1386|1|280.596260654954
2020|12|018358|005|0157|11|03|8|1|20121103|3|1|2||1|25|8|3||3|3|22|11|2020|28|11|2020|27|7|1995|1|||||||||||||||321|8411|3|2|2||25|10|2020|0|8|8|8|8|8|8|48|1||2|1|4|1500|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1500|0|||||1500|1500|1|453.350915370788
2020|12|018358|005|0157|11|04|8|1|20121104|3|1|2||1|22|8|3||4|4|22|11|2020|28|11|2020|17|4|1998|1|||||||||||||||454|8620|3|2|2||1|8|2020|0|8|8|8|8|8|4|44|1||1|2|4|1200|0|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|1200|0|||||1200|1200|1|439.947289760844
2020|12|018358|005|0157|11|05|8|1|20121105|3|1|2||2|30|8|3||5|5|22|11|2020|28|11|2020|3|7|1990|1|||||||||||||||423|8530|3|2|2||||2018|0|10|10|10|10|10|0|50|1||1|2|4|1200|0|||||1|||||||||5|0|0|0|0|0|0|1|7|4|1|1200|0|||||1200|1200|1|426.428377839954
2020|12|018358|005|0158|11|03|8|1|20121103|3|1|2||1|24|10|5||3|2|22|11|2020|28|11|2020|16|10|1996|1|||||||||||||||419|6419|3|5|2||1|11|2019|0|8|8|8|8|8|0|40|1||1|2|4|1800|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1800|0|||||1800|1800|1|439.947289760844
2020|12|018358|005|0159|11|04|8|1|20121104|3|1|2||1|22|8|3||4|2|22|11|2020|28|11|2020|19|2|1998|1|||||||||||||||455|8220|3|5|2||1|10|2019|0|8|8|8|8|8|8|48|1||1|2|4|1000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1000|0|||||1000|1000|1|439.947289760844
2020|12|018379|004|0079|11|03|8|1|19121103|3|1|2||2|21|7|1||3|3|6|12|2020|12|12|2020|3|4|1999|1|||||||||||||||942|8121|4|4|2||2|11|2020|8|8|0|8|8|8|8|48|1||1|2|4|930|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|461.954239479472
2020|12|018404|004|0108|11|01|8|1|19121101|1|1|2||2|39|5|2||1|1|13|12|2020|19|12|2020|8|2|1981|1|||||||||||||||522|5610|4|5|1|4|15|7|2020|8|8|8|8|8|0|0|40|2|48|2|1|1|35|5|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|875|125|||||1000|1000|1|383.819046738345
2020|12|018404|004|0110|11|02|8|1|19121102|2|1|2||2|55|4|5||2|3|13|12|2020|19|12|2020|1|7|1965|1|||||||||||||||774|1410|4|5|1|20|||1999|0|8|8|8|8|8|4|44|1||1|2|2|350|0|||||1|||||||||5|0|0|0|0|0|0|1|5|4|1|1516|0|||||1516|1516|1|244.413577335898
2020|12|018404|004|0125|11|03|8|1|19121103|9|1|2||1|21|8|3||3|3|13|12|2020|19|12|2020|19|3|1999|1|||||||||||||||912|5610|3|5|1|2|15|1|2020|0|3|4|4|4|4|0|19|1||1|1|1|10|3|||||1|||||||||5|0|0|0|0|0|0|1|6|4|1|250|75|||||325|325|1|395.987129717952
2020|12|018410|004|0087|11|04|8|1|19121104|3|1|2||2|26|10|5||4|4|29|11|2020|5|12|2020|11|11|1994|1|||||||||||||||244|8510|3|5|1|12|5|3|2020|0|6|6|6|6|6|0|30|1||1|2|4|800|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|800|0|||||800|800|1|388.880547131937
2020|12|018410|004|0088|11|02|8|1|19121102|3|1|2||2|24|10|5||2|2|29|11|2020|5|12|2020|12|4|1996|1|||||||||||||||392|7320|3|5|1|15|15|12|2019|0|8|8|8|8|8|0|40|1||1|2|4|2000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2000|0|||||2000|2000|1|431.730256679419
2020|12|018410|004|0090|11|01|8|1|19121101|1|1|2||2|61|10|5||1|1|29|11|2020|5|12|2020|29|10|1959|1|||||||||||||||381|4100|3|5|1|5|||2000|0|8|8|8|8|8|0|40|1||1|2|4|1000|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1000|0|||||1000|1000|1|247.636709247661
2020|12|018456|005|0152|11|02|8|1|20121102|2|1|2||1|49|10|5||2|2|13|12|2020|19|12|2020|13|9|1971|1|||||||||||||||242|8521|3|2|2||||2000|0|6|6|6|6|6|0|30|1||1|2|4|2200|0|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|2200|0|||||2200|2200|1|282.25195287621
2020|12|018456|005|0153|11|02|8|1|20121102|3|1|2||1|58|6|5||2|5|13|12|2020|19|12|2020|20|10|1962|1|||||||||||||||952|9499|3|5|1|6|2|11|2020|0|12|12|12|12|12|12|72|1||1|2|4|930|0|||||1|||||||||6|0|0|0|0|0|0|1|6|4|1|930|0|||||930|930|1|282.25195287621
2020|12|018470|004|0118|11|01|8|1|19121101|1|1|2||1|63|7|2||1|1|6|12|2020|12|12|2020|7|12|1957|1|||||||||||||||952|4711|3|5|2||2|12|2008|0|10|10|10|10|10|10|60|1||1|2|4|1200|95|||||1|||||||||1|0|0|0|0|0|0|1|6|4|1|1200|95|||||1295|1295|1|200.071887328411
